iter	RMSE
0	0.04873133404
1	0.04835768726
2	0.04790116318
3	0.04764583797
4	0.04721678641
5	0.04683734054
6	0.0465414232
7	0.04618843016
8	0.04576815332
9	0.04538381131
10	0.04496189777
11	0.04459474388
12	0.04426776795
13	0.04394216155
14	0.04354791733
15	0.04312903563
16	0.04272430705
17	0.04240059624
18	0.0420924091
19	0.04180583587
20	0.04152435956
21	0.04126182339
22	0.04094547328
23	0.0406416441
24	0.0403606526
25	0.04008993797
26	0.03983517964
27	0.03954278345
28	0.03931736771
29	0.03908204861
30	0.03885545229
31	0.03858841624
32	0.03835069134
33	0.03812648257
34	0.03789536538
35	0.0376925893
36	0.03748347883
37	0.03733239456
38	0.03710735663
39	0.03690143192
40	0.03666522375
41	0.03645842619
42	0.03628127983
43	0.03611140643
44	0.03589601828
45	0.03569087564
46	0.03554194199
47	0.03536872761
48	0.03522090997
49	0.03503108197
50	0.03486727826
51	0.03472085082
52	0.034555857
53	0.03441233393
54	0.03422909474
55	0.03404471923
56	0.03389618889
57	0.03373460541
58	0.03359878108
59	0.03348003732
60	0.0333297212
61	0.03313450035
62	0.0329791601
63	0.03280176998
64	0.0326864867
65	0.03252866636
66	0.0324209036
67	0.03225399912
68	0.03210347873
69	0.03199470658
70	0.03188859707
71	0.03176398784
72	0.03161686441
73	0.03146831759
74	0.0313775033
75	0.03126808279
76	0.03116564187
77	0.03104267197
78	0.03094284607
79	0.03083815417
80	0.03075270595
81	0.03070307587
82	0.03060204867
83	0.03048505825
84	0.03038168266
85	0.03027240088
86	0.03013090815
87	0.03001125639
88	0.02995470524
89	0.02989846141
90	0.0297921098
91	0.0297014743
92	0.02958670759
93	0.02949777706
94	0.02940599868
95	0.02932480987
96	0.02923809956
97	0.02913343634
98	0.02903855122
99	0.02893820494
100	0.02884861729
101	0.02876189397
102	0.02868495617
103	0.02858690232
104	0.02850356524
105	0.02840838432
106	0.02836239388
107	0.02824496477
108	0.02813835529
109	0.02804714982
110	0.02794119848
111	0.02783568281
112	0.02776418094
113	0.02768281573
114	0.02761643228
115	0.02754089415
116	0.02748241653
117	0.02740294054
118	0.02732821776
119	0.02728674531
120	0.02722536063
121	0.02712986033
122	0.02707128195
123	0.02699886165
124	0.02694887405
125	0.02689142248
126	0.02681929254
127	0.02672216163
128	0.02662505331
129	0.02656781571
130	0.02651484387
131	0.02646589186
132	0.02640920344
133	0.02634587246
134	0.02628510762
135	0.02622795342
136	0.02614080898
137	0.02611228367
138	0.02604927136
139	0.02598601242
140	0.02591630274
141	0.02585558014
142	0.02580461222
143	0.02577279967
144	0.02572721625
145	0.0256405786
146	0.02552381144
147	0.02544746415
148	0.02539642488
149	0.02533078361
150	0.02527525244
151	0.02522839798
152	0.02517688011
153	0.02511795153
154	0.02509178178
155	0.02504084024
156	0.02496788919
157	0.02493004146
158	0.02487506538
159	0.02482385402
160	0.02476120512
161	0.02472637009
162	0.02466469793
163	0.02459183687
164	0.02453173405
165	0.02450109675
166	0.02447214362
167	0.02442814268
168	0.02436407635
169	0.02431828907
170	0.02425985944
171	0.02421210989
172	0.02416792118
173	0.02409979753
174	0.02406773412
175	0.02402682917
176	0.02395953892
177	0.02388861457
178	0.02377677441
179	0.02372757984
180	0.02367249691
181	0.02363582654
182	0.02359771038
183	0.02352589746
184	0.0234770045
185	0.02340886285
186	0.02333727931
187	0.02328583296
188	0.02320650885
189	0.02315885848
190	0.02310263993
191	0.02303827293
192	0.02297615013
193	0.02291993754
194	0.02284944961
195	0.02275964258
196	0.02271949919
197	0.02266991785
198	0.02262702341
199	0.0225925648
200	0.02254189654
201	0.02249369766
202	0.02247092343
203	0.02242498951
204	0.02238668388
205	0.02234746325
206	0.02229254418
207	0.02226560064
208	0.02223646717
209	0.02221847088
210	0.0221844903
211	0.0221375843
212	0.022108538
213	0.02205071451
214	0.02203210249
215	0.02194682959
216	0.02188768016
217	0.0218592524
218	0.02182621408
219	0.02177943349
220	0.02175411796
221	0.02168010563
222	0.02164678288
223	0.02158755381
224	0.02153159507
225	0.02147438595
226	0.02138477879
227	0.0213338295
228	0.02131519002
229	0.02125537201
230	0.02123836719
231	0.02116908074
232	0.02113844074
233	0.02108348185
234	0.02099257538
235	0.02094566754
236	0.02092308473
237	0.02086954111
238	0.02083518645
239	0.02078361305
240	0.02076372067
241	0.02071924768
242	0.02069782675
243	0.02067714268
244	0.02059513093
245	0.02051138057
246	0.02045775414
247	0.02041917652
248	0.02034578505
249	0.02028753153
250	0.02025907492
251	0.02021929442
252	0.02016727693
253	0.02011621962
254	0.02007630213
255	0.02003054492
256	0.01996748198
257	0.01988939651
258	0.01984564714
259	0.01980431731
260	0.01976549655
261	0.019713773
262	0.01964920825
263	0.01958011414
264	0.01954082706
265	0.01949052297
266	0.01943886289
267	0.01937772114
268	0.01933177984
269	0.01929096955
270	0.01926394778
271	0.01922537954
272	0.01916074691
273	0.01913459898
274	0.01907654108
275	0.01903279185
276	0.01896533938
277	0.01889701122
278	0.01884163181
279	0.01880303977
280	0.0187650118
281	0.01871338177
282	0.01867721314
283	0.01862397529
284	0.01858841374
285	0.01855053146
286	0.01851399248
287	0.01846052362
288	0.0184158129
289	0.01836534411
290	0.01831051434
291	0.01827102912
292	0.01820441076
293	0.01816360124
294	0.01810478471
295	0.01806984245
296	0.01802703838
297	0.01797141914
298	0.01793896676
299	0.01788378909
300	0.01784325601
301	0.01779431336
302	0.01774673602
303	0.01771365833
304	0.01765987247
305	0.01762267745
306	0.01759096667
307	0.01755293175
308	0.01750319431
309	0.01746551741
310	0.01743637122
311	0.01739976468
312	0.01735621493
313	0.01732005389
314	0.01728445385
315	0.01723842826
316	0.01720332813
317	0.017168772
318	0.01714058061
319	0.0171069633
320	0.01706077147
321	0.01702470277
322	0.01696835734
323	0.01694166741
324	0.01689882292
325	0.01686621897
326	0.01682469085
327	0.0167985365
328	0.01676726204
329	0.01672247364
330	0.01667944782
331	0.01664200491
332	0.01657865445
333	0.01654761968
334	0.0165079042
335	0.01644602685
336	0.01641579229
337	0.01638602524
338	0.0163477942
339	0.0163012619
340	0.01627228259
341	0.01624375096
342	0.01621565987
343	0.01615504467
344	0.01609608776
345	0.01605943121
346	0.01601039892
347	0.01598788051
348	0.015940255
349	0.01589403691
350	0.01585257018
351	0.01582815841
352	0.01578386344
353	0.01576183874
354	0.01574012512
355	0.01569242606
356	0.01566284261
357	0.0156103128
358	0.01556312254
359	0.01554186505
360	0.01552056345
361	0.01547925932
362	0.01543635671
363	0.01541244388
364	0.01538888194
365	0.01532512585
366	0.01527344305
367	0.0152168482
368	0.01516629615
369	0.01514357298
370	0.01510509111
371	0.0150677204
372	0.01503239378
373	0.01499543732
374	0.01495912479
375	0.01491093234
376	0.0148746214
377	0.01484835499
378	0.01482284885
379	0.01479807891
380	0.01475667772
381	0.01470937366
382	0.01467514805
383	0.01462885163
384	0.01458146372
385	0.01454184982
386	0.01449675177
387	0.01447644575
388	0.01444274956
389	0.01442345415
390	0.01439238036
391	0.01434794821
392	0.01431569468
393	0.0142961179
394	0.01427882734
395	0.01425583658
396	0.01419956093
397	0.01418018007
398	0.01416384444
399	0.01414079183
400	0.01411406119
401	0.01405892597
402	0.0140163255
403	0.01399390847
404	0.01397775452
405	0.0139560159
406	0.013940345
407	0.01390907607
408	0.01385495862
409	0.01383751172
410	0.01382206098
411	0.01376911098
412	0.01375382031
413	0.01370956909
414	0.01367237927
415	0.01362925316
416	0.01358717675
417	0.01354768728
418	0.01350706551
419	0.01345974487
420	0.01342658566
421	0.01338910967
422	0.01336186551
423	0.01332314504
424	0.0132938688
425	0.01326733383
426	0.01324332187
427	0.01319766766
428	0.01317411609
429	0.01313014532
430	0.01311459099
431	0.01309927096
432	0.01306918756
433	0.01303716209
434	0.01299896267
435	0.01296790872
436	0.01293764472
437	0.01290934176
438	0.01287242769
439	0.01284303148
440	0.01281519886
441	0.01279413019
442	0.01276557313
443	0.01274173038
444	0.01272139271
445	0.01268563605
446	0.01265949587
447	0.012646314
448	0.01263216835
449	0.01259740638
450	0.01258355024
451	0.01257074969
452	0.01255719646
453	0.01253789789
454	0.01250429768
455	0.01249075881
456	0.01246298943
457	0.01243379958
458	0.01240741669
459	0.0123813046
460	0.01236833741
461	0.01233605111
462	0.01231022291
463	0.01228495235
464	0.01225920689
465	0.012227399
466	0.01221055145
467	0.01219420094
468	0.01217833092
469	0.01215433222
470	0.01213601477
471	0.01212068993
472	0.01210294146
473	0.01207930645
474	0.0120645068
475	0.01205013684
476	0.01203346866
477	0.01201021026
478	0.01199485367
479	0.01198099765
480	0.01195809437
481	0.01194310686
482	0.01191622139
483	0.0119006382
484	0.01187818478
485	0.01185244053
486	0.01182513496
487	0.01179998771
488	0.01177796233
489	0.01175127933
490	0.01172667391
491	0.01170048747
492	0.01168840768
493	0.01166694713
494	0.01162593015
495	0.01158858236
496	0.01156373905
497	0.01153831435
498	0.01149856373
499	0.01149348011
500	0.01147238289
501	0.01145164702
502	0.01142669128
503	0.01140030475
504	0.01139539909
505	0.01135940893
506	0.01132073045
507	0.01128004764
508	0.01126248198
509	0.01124413305
510	0.01122814211
511	0.01119434011
512	0.01116776779
513	0.01114374253
514	0.01112015642
515	0.01109568057
516	0.0110893155
517	0.01107206173
518	0.01103900648
519	0.01102262885
520	0.01101639103
521	0.01100026438
522	0.01099412521
523	0.01096975722
524	0.01093786476
525	0.01090004812
526	0.01086744614
527	0.01082001125
528	0.01079752204
529	0.01076081961
530	0.01071450741
531	0.01068310193
532	0.01063777934
533	0.01062322321
534	0.010588717
535	0.01055367063
536	0.01052000008
537	0.01050606112
538	0.01046733609
539	0.01044249832
540	0.01040461279
541	0.01039065489
542	0.01035859024
543	0.01035011232
544	0.01032584605
545	0.0102942735
546	0.01028146974
547	0.01024524605
548	0.01021817749
549	0.01021252884
550	0.01018614635
551	0.01015926601
552	0.01012888929
553	0.01011599441
554	0.01008616582
555	0.01008067257
556	0.01007204144
557	0.01003769409
558	0.010012523
559	0.009996565723
560	0.009990608796
561	0.00996742408
562	0.009938506318
563	0.009917798669
564	0.009889453643
565	0.009877947925
566	0.009845252928
567	0.009821222259
568	0.009815456124
569	0.009781502589
570	0.009755580126
571	0.009747504391
572	0.009731855485
573	0.009726283303
574	0.009699192748
575	0.009676029337
576	0.00964780852
577	0.009638139659
578	0.009613920205
579	0.009594033636
580	0.009571316021
581	0.00954947636
582	0.009523099136
583	0.009495071873
584	0.009468363302
585	0.009446256919
586	0.009420111759
587	0.009393469926
588	0.009370441015
589	0.00934707186
590	0.009325738188
591	0.009300337791
592	0.009261922044
593	0.009237068654
594	0.009200064282
595	0.009180849271
596	0.009156614214
597	0.009131467824
598	0.009108044239
599	0.009084956492
600	0.009048957233
601	0.009025964304
602	0.008991043626
603	0.008965194785
604	0.008942639817
605	0.008921798795
606	0.00888792807
607	0.008868895436
608	0.008846347871
609	0.008813402779
610	0.008794624976
611	0.008762636577
612	0.008737705334
613	0.008719658224
614	0.008701207048
615	0.008675467678
616	0.008658669811
617	0.008636567847
618	0.008620061913
619	0.00859549273
620	0.008577770049
621	0.008570615018
622	0.008554401358
623	0.008535225095
624	0.008517969564
625	0.008495280289
626	0.008478312468
627	0.008461691849
628	0.008439543743
629	0.008414647911
630	0.008402295321
631	0.008378598159
632	0.00835548039
633	0.008350504105
634	0.008326480174
635	0.008320028019
636	0.008307930247
637	0.008291644625
638	0.008270514471
639	0.008247238936
640	0.008233738512
641	0.008214437072
642	0.008198363096
643	0.008182617473
644	0.008161982136
645	0.008139399749
646	0.008126248668
647	0.008113312046
648	0.008097759279
649	0.008070460575
650	0.008050472219
651	0.008029062953
652	0.008026071991
653	0.008004284527
654	0.007989090217
655	0.007967469713
656	0.00795306452
657	0.007948989052
658	0.007928019021
659	0.007925446199
660	0.007904681515
661	0.007902137575
662	0.007889635714
663	0.007866909597
664	0.007847757587
665	0.00783551189
666	0.007815152411
667	0.007795011003
668	0.00777320027
669	0.007747164875
670	0.007721841196
671	0.007705850862
672	0.007701318323
673	0.00768221424
674	0.007662753445
675	0.007637446716
676	0.007622213164
677	0.007602760384
678	0.007583009453
679	0.00755883653
680	0.007542307557
681	0.007537861515
682	0.00752170287
683	0.007516927518
684	0.007490328242
685	0.007471791826
686	0.007445788262
687	0.007420368304
688	0.007407728338
689	0.007403692454
690	0.007389424999
691	0.007377068993
692	0.007361188667
693	0.007357248851
694	0.007341615848
695	0.007329512177
696	0.007310954426
697	0.007306819806
698	0.007291022813
699	0.007273709319
700	0.007258386957
701	0.007244619322
702	0.007230803944
703	0.007216475494
704	0.007203019304
705	0.007189527064
706	0.007175527556
707	0.007157918457
708	0.007133198319
709	0.007109033493
710	0.007090460401
711	0.007074168438
712	0.007054370836
713	0.007031911829
714	0.007010040005
715	0.006988220116
716	0.006975342177
717	0.006956140599
718	0.006933340758
719	0.006907116144
720	0.00689043692
721	0.006877065068
722	0.006864452209
723	0.006847286019
724	0.006829426768
725	0.006816218654
726	0.006799824789
727	0.006787531144
728	0.006771015273
729	0.006749092507
730	0.006727825317
731	0.006713136441
732	0.006692499678
733	0.006678177339
734	0.006664217383
735	0.006659719434
736	0.00665529364
737	0.006631436868
738	0.006627065675
739	0.006613529035
740	0.006593482916
741	0.006580281195
742	0.006576070952
743	0.00657156593
744	0.00656135312
745	0.006545369262
746	0.00653533285
747	0.006525496299
748	0.006509818374
749	0.006500151533
750	0.006488125046
751	0.006484157158
752	0.006480251405
753	0.006470976431
754	0.006455569562
755	0.006446454219
756	0.006437520082
757	0.006426384951
758	0.006422573382
759	0.006418821309
760	0.006410957968
761	0.006395796059
762	0.00638580322
763	0.006373235063
764	0.006349726371
765	0.006339912203
766	0.006322477522
767	0.006314001772
768	0.006300516848
769	0.006285738199
770	0.006272507969
771	0.00624990448
772	0.006233167481
773	0.006209556414
774	0.006195990472
775	0.006173292682
776	0.006157375467
777	0.006144440106
778	0.006129112364
779	0.006116282798
780	0.006103711765
781	0.006088715094
782	0.006080200084
783	0.006067854302
784	0.006059497224
785	0.006047387961
786	0.006043676542
787	0.006035477137
788	0.006022010699
789	0.00601457216
790	0.006010921289
791	0.006003640713
792	0.005987820936
793	0.005984225646
794	0.005970262163
795	0.005956776964
796	0.005945487546
797	0.005932277192
798	0.005922366918
799	0.005910138127
800	0.005895754335
801	0.005892295611
802	0.005878328071
803	0.00586624419
804	0.005853922207
805	0.005840681823
806	0.005829309548
807	0.005819884156
808	0.005815888692
809	0.00580423077
810	0.005791928916
811	0.005781463933
812	0.005771300367
813	0.005760257394
814	0.005748753666
815	0.005739205176
816	0.005728677449
817	0.005717738405
818	0.005710636845
819	0.005701770609
820	0.00568017269
821	0.005669860618
822	0.005665966535
823	0.005659370015
824	0.005634996354
825	0.005614052936
826	0.005590346651
827	0.005567154195
828	0.005556430373
829	0.005540549866
830	0.005530263068
831	0.005520579594
832	0.005516643838
833	0.005507234704
834	0.005503358471
835	0.005494215579
836	0.005490397992
837	0.005481513488
838	0.005477753681
839	0.005474053353
840	0.005463003167
841	0.005454480727
842	0.005450827806
843	0.005440230753
844	0.005436627379
845	0.005427751164
846	0.00542420346
847	0.005420711895
848	0.005410552581
849	0.005392289003
