iter	RMSE
0	0.04571693049
1	0.04395467991
2	0.04258179358
3	0.04084088719
4	0.03933397748
5	0.03802258321
6	0.03683543425
7	0.03565148424
8	0.0345436487
9	0.03323621326
10	0.03198745499
11	0.03042308514
12	0.02945214292
13	0.02850646963
14	0.02753145192
15	0.02664938541
16	0.02582825477
17	0.0250131186
18	0.02424350951
19	0.02340798788
20	0.02269623513
21	0.02214451003
22	0.02161121011
23	0.02100705221
24	0.0203789839
25	0.01956186891
26	0.01912782182
27	0.01850217635
28	0.01825132668
29	0.01786227264
30	0.01739235426
31	0.01678749407
32	0.01622013127
33	0.01585330888
34	0.01555183028
35	0.0152242756
36	0.01468866807
37	0.01445607619
38	0.01409414966
39	0.01357269607
40	0.01319243981
41	0.01296771829
42	0.01243148852
43	0.01206910161
44	0.01164848575
45	0.01120374133
46	0.01110084053
47	0.01076415016
48	0.01033141883
49	0.009951621197
50	0.009670788508
51	0.009262257425
52	0.009058745669
53	0.008699994415
54	0.008313162402
55	0.007974558125
56	0.00773315595
57	0.00741729973
58	0.007087161462
59	0.00686780115
60	0.00665583619
61	0.006597549819
62	0.006388948952
63	0.006121237428
64	0.005980013348
65	0.00587011582
66	0.005694389389
67	0.00545733304
68	0.005411483205
69	0.005307584147
70	0.005027744754
71	0.004986500508
72	0.004782852902
73	0.004605900551
74	0.004458239581
75	0.004276818582
76	0.004100642179
77	0.003954596785
78	0.003796488348
79	0.003610396247
80	0.003460599282
81	0.00331765779
82	0.003178254606
83	0.003088558652
84	0.00294458928
85	0.002846474577
86	0.002797446808
87	0.002685326411
88	0.00264761753
89	0.002625045854
90	0.002537703335
91	0.002448793353
92	0.00240174575
93	0.002329502312
94	0.002226307229
95	0.002137798695
96	0.002050742039
97	0.002034363061
98	0.001957134356
99	0.001885367819
