iter	RMSE
0	0.04604102424
1	0.0443601944
2	0.04229731275
3	0.04067054446
4	0.03957806588
5	0.03810656469
6	0.03699592726
7	0.0357543716
8	0.0348179086
9	0.03372117747
10	0.03254069424
11	0.03162939182
12	0.0307818568
13	0.02948273316
14	0.02856484457
15	0.02765390409
16	0.02708586117
17	0.02628856658
18	0.02552261623
19	0.02471400492
20	0.02383255552
21	0.02299616759
22	0.02231667218
23	0.02168657085
24	0.0210470807
25	0.02042445528
26	0.01976786761
27	0.01901251829
28	0.01835404748
29	0.01770086372
30	0.01711532964
31	0.01656489888
32	0.01614550789
33	0.01563917602
34	0.01531964443
35	0.01485912656
36	0.01427848879
37	0.01359449303
38	0.01318313636
39	0.01272620771
40	0.01232735481
41	0.01189832932
42	0.01164453698
43	0.01127561751
44	0.01094209369
45	0.01049514775
46	0.01028527757
47	0.00988929631
48	0.009487621089
49	0.009007950935
50	0.008784574308
51	0.008579363234
52	0.008209392307
53	0.007929739606
54	0.007583692675
55	0.007273933555
56	0.006896406208
57	0.006597337493
58	0.006300439139
59	0.006109219448
60	0.005891492717
61	0.005719490444
62	0.005440834754
63	0.005196271556
64	0.004986094693
65	0.004825061308
66	0.004634087318
67	0.004544132167
68	0.004452730823
69	0.004331666123
70	0.004213336652
71	0.004142515759
72	0.004029947175
73	0.003962804732
74	0.003836301223
75	0.003698245988
76	0.003530179183
77	0.003393344351
78	0.00330647416
79	0.003265182972
80	0.003158415059
81	0.003042533527
82	0.002949251922
83	0.002833975976
84	0.002789824708
85	0.00269444716
86	0.002632353451
87	0.002601141149
88	0.002474940998
89	0.002397471029
90	0.002370416004
91	0.002345279541
92	0.002242812146
93	0.002189110488
94	0.002123262316
95	0.002055304151
96	0.002030399234
97	0.00197447947
98	0.00191995295
99	0.001872075394
