text;count;keyword
mngeliminasi;1;0
yupisis;1;0
wkwkkkkasuuu;1;0
2019prabowosandimenangtelak;1;0
bosqueeee;1;0
perapatan;1;0
iadi;1;0
ketinngian;1;0
haruhhh;1;0
aside;1;0
regions;1;0
remained;1;0
losepbenarny;1;0
andri_nender;1;0
ahmadinejad;1;0
lombokprabowomenyapabalidanntb;1;0
koalisikoplakmakinpanik;1;0
pesut;1;0
bekantan;1;0
sampahsedikit2;1;0
repostbisa;1;0
jinya;1;0
nyetcari;1;0
joledar;1;0
bejakeun;1;0
meriangeaaaaameriang;1;0
jarangkita;1;0
corone;1;0
previous;1;0
accomplishments;1;0
jokowifokus;1;0
mgomong;1;0
makasihhh;1;0
jaekianberingas;1;0
ditunjukin;1;0
menceritakanapalah;1;0
mengiasai;1;0
juancukk;1;0
kerasnyarakyat;1;0
within;1;0
ketangguhan;1;0
yusnanto;1;0
siasat;1;0
kiding;1;0
pemadam;1;0
kondor;1;0
ciri?;1;0
titikjgn;1;0
diatemi;1;0
pleasebiar;1;0
membeo;1;0
ngeeeng;1;0
paloi;1;0
mendoekoeng;1;0
oentoek;1;0
tjerdas;1;0
diajak2;1;0
wuizmau;1;0
sekiann;1;0
kemoterpi;1;0
kangker;1;0
merekapadahal;1;0
songngong;1;0
hugang;1;0
primitiv;1;0
deklaradi;1;0
tomohon;1;0
talanjur;1;0
mndawam;1;0
beragamagak;1;0
berjelajah;1;0
pick;1;0
dulfer;1;0
ampat;1;0
083896270313;1;0
tant;1;0
ibunyasecara;1;0
anaklha;1;0
bongyg;1;0
bayarmalah;1;0
dipinjamin;1;0
tahaaannnn;1;0
andika;1;0
guweee;1;0
mutlakrahmat;1;0
terburu2;1;0
terbangkan;1;0
simpatiku;1;0
bersyahadat;1;0
copilot;1;0
allahuakbarviral;1;0
curangx;1;0
sijahat;1;0
kwat;1;0
jarwo;1;0
majuberkembangnya;1;0
keepala;1;0
lageee;1;0
karnokeblinger;1;0
prabulshit;1;0
10rbkg;1;0
trance;1;0
aswiiinnnn;1;0
peras2;1;0
jagabiniorang;1;0
wuahahahahhhhaaa;1;0
kompoi;1;0
tingking;1;0
ngaciroberkiblatkamera;1;0
metosot;1;0
changi;1;0
indonesia1;1;0
noleh;1;0
ry;1;0
cerak;1;0
picisan;1;0
pidawoh;1;0
matapkan;1;0
kamuuuh;1;0
disempitkan;1;0
dimakmurkan;1;0
dugong;1;0
bafer;1;0
auri;1;0
tejadi;1;0
perdanakusuma;1;0
tolonh;1;0
memdiang;1;0
tringat;1;0
ikj;1;0
presidenasal;1;0
sarumpaetpasti;1;0
cercaan;1;0
snjt;1;0
renggang;1;0
digest;1;0
architectural;1;0
overlooking;1;0
duplex;1;0
hilfigers;1;0
taglinenya;1;0
cemini;1;0
dikota2;1;0
taman2;1;0
adalahsalah;1;0
sy5th;1;0
toloplonga;1;0
berjibun;1;0
rsep;1;0
dorlalu;1;0
dtngin;1;0
danaunya;1;0
cyberwar;1;0
hackersadarlah;1;0
alasnya;1;0
khusunyaitu;1;0
perpolitkan;1;0
anon;1;0
nuit;1;0
alhamdulillahfokes;1;0
cantengan;1;0
puasin;1;0
kenthuuuuuuu;1;0
plongoid;1;0
termudah;1;0
hina2an;1;0
hoax2an;1;0
culik2an;1;0
sakralsebagai;1;0
bermanhaj;1;0
seumurhidupantipdip;1;0
waeeeeee;1;0
ngrancu;1;0
janganditiru;1;0
sajaacara;1;0
mau2;1;0
mikirinsaya;1;0
2019ganticaramumikir;1;0
tergenapi;1;0
basisss;1;0
hadist2;1;0
senjatakita;1;0
ngenengerti;1;0
gojekan;1;0
sangsoro;1;0
ngrasake;1;0
gerobolan;1;0
dikelurahan;1;0
infrastruktu;1;0
mendali;1;0
kembalisampeyan;1;0
ngebok;1;0
ayuuuukkk;1;0
nyampekrmampuannya;1;0
mantulululll;1;0
nyus;1;0
makhluknya;1;0
dirasake;1;0
betuuuuullllll;1;0
4166;1;0
berpoligami;1;0
berkujung;1;0
ngototgw;1;0
tapiakupunyajugakontrakan;1;0
jokowilai;1;0
gagasanya;1;0
statmennya;1;0
orasiorasi;1;0
uratan;1;0
diphpindijanji2in;1;0
herakyat;1;0
unonya;1;0
dihina2;1;0
eeeeeeternyta;1;0
adpdia;1;0
trayek;1;0
muehehehehehehehe;1;0
adekan;1;0
binus;1;0
dirubahapa;1;0
5192;1;0
110rb;1;0
kerokan;1;0
heselain;1;0
pelangsing;1;0
lipstiklipbalm;1;0
mamahmamah;1;0
masyaallahasli;1;0
bernyayi;1;0
bongcuma;1;0
bntuknya;1;0
iyasdrmari;1;0
anek;1;0
dimasamasa;1;0
gkgkgkg;1;0
graphology;1;0
astaghfirullaahaladziimm;1;0
roji;1;0
petcaaah;1;0
yahyang;1;0
ellthr;1;0
lagihabib;1;0
gemetarankau;1;0
umup;1;0
dispensee;1;0
terkendaliluar;1;0
uunn;1;0
lancaaar;1;0
tutuplapak;1;0
sahabatbanserpapua;1;0
asiaaap;1;0
fillm;1;0
memamng;1;0
rp109t;1;0
veloz;1;0
psdkk;1;0
benderangpelaku;1;0
mondominasi;1;0
sejatii;1;0
karya2;1;0
masbiar;1;0
ngetwit2;1;0
3146;1;0
kakusnya;1;0
menaaaang;1;0
pecundaaaangkalah;1;0
edaaannn;1;0
tidakhahahahaaahayooo;1;0
psykiaterapa;1;0
bungsi;1;0
turunjangan;1;0
bhahahahanesuhahahaha;1;0
sotoshop;1;0
brjumlh;1;0
rp240juta;1;0
brutalperut;1;0
bermoralnya;1;0
disaran;1;0
dengkinya;1;0
gedubrrraakkk;1;0
auw;1;0
aue;1;0
takutkantapi;1;0
pesimisjangan;1;0
sohibul;1;0
nand;1;0
paksebagai;1;0
perubahan17aprilprabowosandi;1;0
bapakorang;1;0
partenya;1;0
injakinjakkpla;1;0
nasipadangpenggerakekonomirakyat;1;0
krebutin;1;0
lita;1;0
julio;1;0
bailout;1;0
wanitabecareful;1;0
sebaliknyakarir;1;0
ceoat;1;0
juraganmu;1;0
sihendro;1;0
dibogem;1;0
bae2baru;1;0
nibaca;1;0
jombangjatim;1;0
rejoso;1;0
ngatri;1;0
weitsss;1;0
rp14jutaorangtahun;1;0
rp3845oranghari;1;0
67t;1;0
manggrubyakkkk;1;0
mengesalkan;1;0
hehehr;1;0
inginkah;1;0
bisaampngerti;1;0
prestadi;1;0
pahalany;1;0
gentlemen;1;0
slmnya;1;0
ckckkckk;1;0
dananyaterkecil;1;0
buruhmerdesa;1;0
soedadang;1;0
bangsamerdesa;1;0
kanato;1;0
fotho;1;0
pminatnya;1;0
minkpu;1;0
haiishhhh;1;0
tracing;1;0
ditolongin;1;0
jugaini;1;0
itumau;1;0
bosdulu;1;0
berakbrobot;1;0
sansantiap;1;0
nyontoh;1;0
cukia;1;0
karambia;1;0
maaaakkk;1;0
hahahadek;1;0
rusakin;1;0
geufolback;1;0
neuh;1;0
droe;1;0
skrgbukan;1;0
kitarumah;1;0
dendanya;1;0
kagk;1;0
tram;1;0
dongeeng;1;0
gembirasmngatmasa;1;0
opaanak;1;0
janganckup;1;0
hiiiii;1;0
inibiar;1;0
bangetorang;1;0
dokumentasikan;1;0
welehwelehweleh;1;0
sruuuput;1;0
hidanganmakkk;1;0
dibubarkn;1;0
terbentur;1;0
mbecak;1;0
paktram;1;0
kerjamalak;1;0
knpasi;1;0
setahan;1;0
sediiiih;1;0
bingubg;1;0
belakardus;1;0
cocong;1;0
229;1;0
medaann;1;0
napal;1;0
meresponnya;1;0
membuangbuang;1;0
sekekar;1;0
bahr;1;0
suekk;1;0
rhapsody;1;0
cebongmangkrak;1;0
hoaxamp;1;0
palakupeyank;1;0
artis?;1;0
hijaz;1;0
muslhah;1;0
berul;1;0
lohhmaksdnya;1;0
nomong;1;0
jawb;1;0
otaktanya;1;0
pengkritikotak;1;0
percayalahratnapret;1;0
sabaaarpd;1;0
ngamukbmarah;1;0
menangskrg;1;0
thoh;1;0
tipuh2nya;1;0
hadduh;1;0
yokrame;1;0
page4;1;0
lepensetip;1;0
bubaar;1;0
kdsong;1;0
opuuumg;1;0
erperilaku;1;0
dibangunkan;1;0
tampaknyakarena;1;0
hahaahaa;1;0
yenengin;1;0
salahij;1;0
rta;1;0
alimannya;1;0
gilaaaa;1;0
gemaneh;1;0
parahbgt;1;0
beluau;1;0
geter?;1;0
tektonik;1;0
hayotunjukkan;1;0
dilampu;1;0
ajin;1;0
awasan;1;0
0919;1;0
zbond;1;0
expertise;1;0
offer;1;0
ikatkan;1;0
porous;1;0
mecan;1;0
sakitotak;1;0
asyeeeek;1;0
terbelahselevel;1;0
2019tetappunyaibunegara;1;0
umendirikan;1;0
wo?iii;1;0
didungudungukan;1;0
boddy;1;0
sejarahpahlawan;1;0
lebaynyacocoknya;1;0
jlcaringin;1;0
jlbalikpapan;1;0
gendel;1;0
nahmalah;1;0
sktar;1;0
belagugimana;1;0
saturnus;1;0
native;1;0
bsinar;1;0
ttgan;1;0
merekahati;1;0
setroke;1;0
ribak;1;0
inibergabunglah;1;0
ayojadikan;1;0
bertalenta;1;0
pesepakbola;1;0
ahsyiaaaaap;1;0
fotomohon;1;0
permslhan;1;0
trsbutt;1;0
slawikab;1;0
beronani;1;0
wol;1;0
ijazahmu;1;0
kesempurnaan;1;0
hakimi;1;0
amburadulmenyimpang;1;0
menyetir;1;0
surva;1;0
hujanhujanan;1;0
laluhslnya;1;0
kalaudipitnah;1;0
tempayang;1;0
bergaris;1;0
alice;1;0
tegaltotaljokowi;1;0
sadarlahjangancurangiindonesia;1;0
ngliatysampe;1;0
ngikhlaskeun;1;0
kecurangankita;1;0
sonohuhjanji;1;0
pion2;1;0
rilll;1;0
????_??????_??_???_????;1;0
backstabber;1;0
??_????????_?????_?????;1;0
tall;1;0
bintuni;1;0
gasskenn;1;0
kesemoatan;1;0
kepooo;1;0
idolamuuuu;1;0
yawlahhh;1;0
eheh;1;0
aliyah;1;0
samakita;1;0
brisikkita;1;0
zunaidi;1;0
rakyathrsnya;1;0
dokrin;1;0
cet;1;0
alasankl;1;0
2019santai;1;0
saudarakutgl;1;0
dianiayaternya;1;0
keadilansemoga;1;0
sandiunosemoga;1;0
darikusangmantan;1;0
menamparmu;1;0
sirupnya;1;0
cincau;1;0
bgtgw;1;0
gokiiillkeren;1;0
ampuunnnn;1;0
kesembuhanaamiin;1;0
411semoga;1;0
tersimpansesuai;1;0
macanpadibergerak;1;0
melihatmembaca;1;0
kawann;1;0
gatel2;1;0
dilapisin;1;0
pket;1;0
lalap;1;0
patahanapkonya;1;0
patahana;1;0
pnyklo;1;0
gabuka;1;0
ngebosanin;1;0
peps;1;0
50cent;1;0
beyonce;1;0
uedan;1;0
baitparagraf;1;0
untung2an;1;0
kemilitansian;1;0
jidaat;1;0
ijo2;1;0
digadai;1;0
hhmmmmkapan;1;0
hahahahaaaapekok;1;0
dicolok2;1;0
jaeada;1;0
tumbuhin;1;0
mengawalklo;1;0
belii;1;0
munajatpolitik212;1;0
manakpn;1;0
ngebugin;1;0
alahh;1;0
lainx;1;0
andrianto;1;0
fpibigotnkri;1;0
btpsahabatjkw1;1;0
hahaaabuatin;1;0
puksa;1;0
dikerem;1;0
bogana;1;0
bingan;1;0
nginformasikan;1;0
rekaphitung;1;0
wooowwwdah;1;0
mengembangkannya;1;0
meluhuri;1;0
mukidiii;1;0
eheuieu;1;0
dilucuti;1;0
diolok2;1;0
apill;1;0
2lambat;1;0
sekehendak;1;0
kasato;1;0
sefanatik;1;0
mugo;1;0
hiiks;1;0
sandaran;1;0
kubawa;1;0
lahskr;1;0
banguninaelectionobserversos;1;0
tayson;1;0
artiny;1;0
mksdny;1;0
garbener;1;0
nyinyirinya;1;0
orong;1;0
kegentingan;1;0
14400;1;0
yhaaaaaa;1;0
kelelepbilangnya;1;0
nyelonong;1;0
plesir;1;0
serremmm;1;0
chaeruddin;1;0
1pulangin;1;0
caaaand;1;0
anak?lansiafakir;1;0
rumputambil;1;0
maunyagerakkan;1;0
kampungmala;1;0
bangaplg;1;0
jokowimulut;1;0
preaidennya;1;0
gombel;1;0
blablablabasi;1;0
namangak;1;0
bapersy;1;0
bilangkenapa;1;0
insyaallahjaringan;1;0
apike;1;0
desaberdasar;1;0
kerjanyadi;1;0
cules;1;0
xhoice;1;0
guangzhou;1;0
sembunyiin;1;0
nihlempar;1;0
terbaikmari;1;0
sajamenjadi;1;0
mangsanya;1;0
nasionalapalagi;1;0
sowo;1;0
muaktak;1;0
nusukin;1;0
fokus2nya;1;0
soooon;1;0
doger;1;0
abujandabossaracen;1;0
sekililing;1;0
yakinn;1;0
mujahidiina;1;0
allaahummansur;1;0
sumba;1;0
wonomulyo;1;0
dipunyain;1;0
ngremehin;1;0
menabikan;1;0
ludesnya;1;0
minggi;1;0
2345;1;0
prettttt;1;0
tknselebihnya;1;0
senengtp;1;0
grip;1;0
sabak;1;0
digitalmaka;1;0
ikhwaanina;1;0
falistiin;1;0
sarapanbiar;1;0
misry;1;0
jojon;1;0
sikumis;1;0
jokowipetahana;1;0
pilpres2;1;0
konsekwensinyamaka;1;0
islamjika;1;0
mangkraaakkya;1;0
berkelokkeloktanda;1;0
sandikarena;1;0
mahalsusahmiskin;1;0
helai;1;0
100000an;1;0
kalselmenangtotal;1;0
makaan;1;0
suriiya;1;0
gagasangagasan;1;0
bauuu;1;0
dine;1;0
agrument;1;0
bnenar;1;0
sinetrontidur;1;0
gointernasional;1;0
tertukarmiris;1;0
subhaanallooh;1;0
cikmalah;1;0
hebatits;1;0
sangarartinya;1;0
tugimana;1;0
angkermaksud;1;0
cikbukan;1;0
besari;1;0
fiesta;1;0
bakmumin;1;0
noval;1;0
pribadiprabowokehabisan;1;0
yahkurang;1;0
minggirrawas;1;0
tedun;1;0
24102018;1;0
suwandi;1;0
mncapai;1;0
pinterpinter;1;0
gegayaan;1;0
diistorakan;1;0
kalaukalau;1;0
dikomentasi;1;0
galaw;1;0
gayuh;1;0
apaaaaa;1;0
blasssss;1;0
goty;1;0
mangggggg;1;0
prostat;1;0
sengi;1;0
bolawalopun;1;0
bolagw;1;0
miceun;1;0
saidtong;1;0
inklusive;1;0
cerdas2019gantipresiden;1;0
aalaamiin;1;0
bangblm;1;0
ikatanya;1;0
1kami;1;0
kerjaankasian;1;0
taux;1;0
fitnaheeeeee;1;0
ganjing;1;0
gonjang;1;0
pesananoke;1;0
tertangkapsoal;1;0
ksabekerjax;1;0
ngaladenan;1;0
protagonist;1;0
kakutidak;1;0
antagonist;1;0
rapot;1;0
merupqkan;1;0
acoun;1;0
bangsaaat;1;0
reziiim;1;0
lampungprabowosandi;1;0
sudikah;1;0
onta2x;1;0
airpersis;1;0
makanmakan;1;0
pembohongampperampok;1;0
pahlawanmereka;1;0
tongtempurung;1;0
nyetyg;1;0
uplot;1;0
dposdh;1;0
mennggukonon;1;0
jgsdg;1;0
yeaaq;1;0
cinadibiarkan;1;0
jugaplus;1;0
butekkodoknya;1;0
mengembalikanya;1;0
juliee;1;0
ngebanyol;1;0
5081;1;0
021;1;0
rapid;1;0
assist;1;0
delighted;1;0
wed;1;0
inquiry;1;0
cacophony;1;0
pastinyaakarena;1;0
dombabangsa;1;0
damaiberkolaborasidgn;1;0
org2yg;1;0
cokin;1;0
yasabar;1;0
ygmengejar;1;0
ttgsituasi;1;0
mennggu;1;0
antangin;1;0
antarani;1;0
heheada;1;0
gekgekgek;1;0
seeang;1;0
resprensi;1;0
tenggekamkan;1;0
panatisme;1;0
dbat;1;0
boluku;1;0
gandaruwo;1;0
barrack;1;0
hellloo;1;0
mixer;1;0
stwndjd;1;0
kesenangansdg;1;0
sanabersama;1;0
stadium5;1;0
melacaknya;1;0
terlaluuhhhh;1;0
gorila;1;0
modusssss;1;0
jaehahaha;1;0
hahahhha;1;0
penambah;1;0
opportunistic;1;0
negaralah;1;0
njokowi;1;0
dall;1;0
mblegedhu;1;0
status2;1;0
25triliun;1;0
doangsilahkan;1;0
gulana;1;0
aaaach;1;0
sediiih;1;0
clink;1;0
oplaa;1;0
makpolmakelar;1;0
mentrii;1;0
tebet;1;0
butabelum;1;0
tangkapan;1;0
tangkapurusan;1;0
waeheuheuheu;1;0
lhowong;1;0
nahrasain;1;0
modusinahihihii;1;0
spk;1;0
gital;1;0
jurbir;1;0
presidengol;1;0
2014ps;1;0
pembisiknyakd;1;0
psbanyak;1;0
dengar2kasihan;1;0
asbuncm;1;0
memfasilitari;1;0
perhitngan;1;0
topeng2;1;0
setp;1;0
menyelipkan;1;0
dlang;1;0
pkiampsiapa;1;0
penjajahmkanya;1;0
mngusir;1;0
sebenarnyakrn;1;0
02indonesiamenang;1;0
beibe;1;0
kokmakanya;1;0
bintangnye;1;0
sajaitu;1;0
mmlukan;1;0
moderatornya;1;0
munafiqyg;1;0
memgurangi;1;0
informannya;1;0
kapanpunjgn;1;0
produkgagal2014;1;0
geerrrr;1;0
kyinya;1;0
gadi;1;0
rojiunsmoga;1;0
almpengki;1;0
kejokowi;1;0
gaeeess;1;0
macc;1;0
kangcebong;1;0
ajagara;1;0
menyisihkan;1;0
skenarioby;1;0
mengetahuimembongkar;1;0
ditahannya;1;0
subuuh;1;0
kretaa;1;0
takmau;1;0
pkisiapa;1;0
belum2;1;0
dunguhla;1;0
menbicarakan;1;0
gesper;1;0
buangeeeeet;1;0
wowopresidenku;1;0
allahhinakan;1;0
brkutik;1;0
laki?;1;0
mesan;1;0
remi;1;0
522;1;0
htia;1;0
mmilih;1;0
wlayah;1;0
kbpaten;1;0
sebaika;1;0
wiiihhhhbetul;1;0
sexykiller;1;0
nikmah;1;0
yamengerikan;1;0
hukumcari;1;0
ngoahahahahahaha;1;0
dikabar;1;0
romansa;1;0
atiqahinilah;1;0
morilupaya;1;0
ahirnx;1;0
iyut;1;0
supeeerrrr;1;0
perbedaanga;1;0
2330;1;0
ekonomika;1;0
prasetiantono;1;0
lelayu;1;0
batuunya;1;0
ryadi;1;0
donkgak;1;0
suneoliat;1;0
haleluyasuneo;1;0
cret;1;0
folbck;1;0
nyakinsyaallah;1;0
02sandiuno;1;0
adabiahbungkus;1;0
ceki;1;0
klamaan;1;0
tirah;1;0
lenggah;1;0
hahahahalucuuu;1;0
kebaikanmenghargai;1;0
meyejukanmengajarkan;1;0
ulamaklo;1;0
chusyg;1;0
deen;1;0
ngapusii;1;0
syabyan;1;0
benarung;1;0
dikedua;1;0
umbul2;1;0
teranggg;1;0
inisahabat;1;0
sameday;1;0
hars;1;0
marginal;1;0
komentar2mu;1;0
nogosari;1;0
kasal;1;0
laksamana;1;0
angkatanpolkis;1;0
prabowosandibentengnkri;1;0
kawanua;1;0
menyanggupi;1;0
saatx;1;0
lidian;1;0
aziim;1;0
aermuncratttt;1;0
mahsagon;1;0
rahib;1;0
persahabatannya;1;0
dapati;1;0
temboktembok;1;0
mengasut;1;0
sondakhex;1;0
lasda;1;0
meleum;1;0
willem;1;0
capresanda;1;0
duluaturan;1;0
dimasing;1;0
diblender;1;0
positipnya;1;0
salam_barokah_2019;1;0
tawaqal;1;0
1nungggggggggg;1;0
negaradan;1;0
perdulikan;1;0
behahahahahasi;1;0
wenny;1;0
ruddy;1;0
paruntu;1;0
rampangilei;1;0
mantuk;1;0
glepok;1;0
pacet;1;0
mainstrem;1;0
rakyatdemokrat;1;0
kalpataru;1;0
pilhttp;1;0
nd;1;0
kalaaaahyg;1;0
bangsapersekusidll;1;0
tentramtidak;1;0
jaepsti;1;0
mimipi;1;0
xbagi;1;0
mubahalahbiarkan;1;0
kamiludh;1;0
goyangggg;1;0
bela?in;1;0
mongondow;1;0
bocorrr;1;0
berwudlu;1;0
kwartet;1;0
eula;1;0
kusruk;1;0
tisuereulek;1;0
common;1;0
helloooooowhere;1;0
indonesianelectionheroes;1;0
010203persatuan;1;0
escape;1;0
janganadahoax;1;0
bersamabersatudukung;1;0
bukapuasa;1;0
itemwkwkwk;1;0
pantanye;1;0
brodoi;1;0
buahahahahahastu;1;0
sampk;1;0
sayangtetapi;1;0
travelku;1;0
temple;1;0
caleungir;1;0
jazakumulloh;1;0
swtselalu;1;0
massemoga;1;0
wahn;1;0
chinaoppovivo;1;0
ombuktinya;1;0
bersyukurtukang;1;0
gema;1;0
inigw;1;0
manja2;1;0
bisamembendung;1;0
aseluruh;1;0
buahahhahahhahahhahah;1;0
direlakan;1;0
mengenbalikan;1;0
gurupahlawan;1;0
silemon;1;0
hill;1;0
iiiiiihyg;1;0
cling;1;0
zwj;1;0
induksi;1;0
penghalau;1;0
indocina;1;0
ababil;1;0
narima;1;0
ngabohongngalawak;1;0
komopenghasilanna;1;0
tehgoreng;1;0
beredaruntng;1;0
bgtbhuahaa;1;0
endonesiyah;1;0
ngabohooong;1;0
btwyg;1;0
iprabowosandi;1;0
sykl;1;0
rekapdi;1;0
syusul;1;0
???;1;0
????;1;0
???;1;0
??;1;0
???;1;0
???;1;0
????;1;0
???????;1;0
????;1;0
tampering;1;0
rubbel;1;0
fitnahh;1;0
nengsiapa;1;0
hl;1;0
jbtnnya;1;0
?????;1;0
??????;1;0
?????;1;0
pertanggungjwaban;1;0
prospek;1;0
yuswo;1;0
masmugi;1;0
putrane;1;0
ambal;1;0
nantipilu;1;0
??????;1;0
???;1;0
???;1;0
????;1;0
??????;1;0
??????;1;0
??;1;0
???????;1;0
bolaang;1;0
ngawalsuara;1;0
struggling;1;0
tuany;1;0
1127;1;0
menekankan;1;0
mensejehterakan;1;0
aneh2019prabowopresidenri;1;0
keladuk;1;0
2019prabowapresidenri;1;0
kuranginasi;1;0
nonpri;1;0
capresitu;1;0
kebenciandamn;1;0
adaplus;1;0
singaparna;1;0
sakir;1;0
shabu2ngelantur;1;0
kecoasakaw;1;0
02102018;1;0
aslix;1;0
alhamdulillahminggu;1;0
sejarahx;1;0
geupumudah;1;0
beu;1;0
lagout;1;0
bebagah;1;0
droeneuh;1;0
sirikiridengki;1;0
niet;1;0
jroh;1;0
pesakitan;1;0
alumniui4jkw;1;0
01jokowimarufamin;1;0
ditunggu2;1;0
bagooooos;1;0
pandia;1;0
owww;1;0
jungpyo;1;0
sedihnyaaaaaa;1;0
ngejomblo;1;0
pagarnya;1;0
ustadpaytren;1;0
haaagagal;1;0
derma;1;0
essential;1;0
bapaknye;1;0
malut;1;0
2019gntisempakbaru;1;0
jokowiselamat;1;0
456;1;0
447;1;0
bhwabpk;1;0
hoaxdi;1;0
gugursemoga;1;0
presidensatu;1;0
lawatan;1;0
mendungc;1;0
kukasih;1;0
santunya;1;0
yakdin;1;0
jokowilovehti;1;0
ansorbersamahti;1;0
iyalahklopemimpin;1;0
jakartapercuma;1;0
infraaruktur;1;0
kodduk;1;0
clarification;1;0
idolakantapi;1;0
jendralrakyat;1;0
tangkapahanumrais;1;0
beliao;1;0
anaksumut;1;0
paimin;1;0
indonesiabutuhprabowo;1;0
raseki;1;0
nikahannyasemoga;1;0
masihsilahkan;1;0
presidenaamiin;1;0
forzamilan;1;0
piatek;1;0
krzysztof;1;0
digragotin;1;0
bropancinye;1;0
noauto;1;0
gibeng;1;0
anjiiiiirrrrrrr;1;0
berkelimpahan;1;0
bersenergi;1;0
hamdalah;1;0
dbutuhkan;1;0
dtglkan;1;0
bekisarsegawon;1;0
monyetayam;1;0
3points;1;0
nggendong;1;0
rollsroyce;1;0
presidenhuuu;1;0
demokratkalau;1;0
galakbener;1;0
paraniod;1;0
huuaaahahahahahahhahah;1;0
brojngan;1;0
matacara;1;0
prabowokekalahan;1;0
panikbgtpl;1;0
tsbtks;1;0
senjatamakantuan;1;0
2034;1;0
mustang;1;0
prabowopresidenmediadibredel;1;0
butex;1;0
muwat;1;0
wikwikwikwikkkkkkkkk;1;0
rono;1;0
menthel;1;0
huuh;1;0
astargfirullah;1;0
kebalikdari;1;0
hahaaakeluar;1;0
qiiii;1;0
qiii;1;0
qi;1;0
tni_polri;1;0
yoghurtsuruh;1;0
awastambahkerutan;1;0
youmeend;1;0
lucuini;1;0
htikan;1;0
tauhiddikira;1;0
unuk;1;0
bawa2kini;1;0
yaaakomunitas;1;0
duniaterbalik;1;0
sumilir;1;0
dijewet;1;0
drijine;1;0
ngangkut;1;0
jugadampaknya;1;0
bernaungmakanya;1;0
jancuktenanan;1;0
eaaaaaaaaaaangarep;1;0
dongmba;1;0
suejuk;1;0
klakuane;1;0
wibawae;1;0
towajar;1;0
endure;1;0
court;1;0
lailatulqodar;1;0
katanyamertua;1;0
surodiro;1;0
sekolam200;1;0
dian;1;0
cobllos;1;0
guruulama;1;0
kepartaiannya;1;0
aaamiiiiin;1;0
mangganya;1;0
bergerakjgn;1;0
haya;1;0
berjuangyg;1;0
sajatidak;1;0
tercemari;1;0
betbenah;1;0
kondusifmasing2;1;0
sesasi;1;0
amoi;1;0
kasarmenurut;1;0
hmmmmlagi2;1;0
mencelakai;1;0
beritanyaapa;1;0
pencahar;1;0
ulegan;1;0
mengikhtiarkan;1;0
jaenudiiin;1;0
diinstruksikan;1;0
amanahberani;1;0
berandaiandai;1;0
kuperhatikan;1;0
belau;1;0
internasiolan;1;0
tauuk;1;0
benderain;1;0
aktor2nya;1;0
yahuuuuu;1;0
simultan;1;0
tertawatawa;1;0
dimuatdasar;1;0
adminjudul;1;0
khusyuk;1;0
002;1;0
huracan;1;0
kerasss;1;0
usahhhaaa;1;0
sewot2;1;0
monyetkoq;1;0
gambarnyafotonyaitu;1;0
beguna;1;0
teruuuuskami;1;0
kebaikantuntun;1;0
bangtetap;1;0
tempesetipisatm;1;0
keringatkeluar2ember;1;0
politiktempe;1;0
hoekkkk;1;0
distribusikan;1;0
taeee;1;0
100002;1;0
entedaripada;1;0
307;1;0
rabbnya;1;0
sepihakkan;1;0
padal;1;0
gebuki;1;0
inheren;1;0
huhuyyy;1;0
allyatapi;1;0
cumi?;1;0
sebrengsek;1;0
kecolok;1;0
ditegakanmohon;1;0
sholatislam;1;0
ommari;1;0
2tps;1;0
1kertas;1;0
bisex;1;0
ajengan;1;0
udahaq;1;0
?ik;1;0
hahahahahahahahshah;1;0
fotonen;1;0
namakek;1;0
karina;1;0
hyo;1;0
joon;1;0
seo;1;0
kekekekkk;1;0
3000an;1;0
lenong;1;0
sesudahku;1;0
juapun;1;0
shaad;1;0
ditaktor;1;0
kaston;1;0
23t;1;0
duki;1;0
keluargajelas;1;0
sehatberpikir;1;0
gampangrasul;1;0
uztastapi;1;0
welkam;1;0
makrezim;1;0
banking;1;0
sedihlg;1;0
ssssttjgn;1;0
ddiadudomba;1;0
hapeapa;1;0
mejalempar;1;0
berkedip2sakawyakalo;1;0
merengeksujudmintak;1;0
khzaenuddin;1;0
graduate;1;0
sippooo;1;0
2019pilih;1;0
pasanganmu;1;0
negaraenak;1;0
diempasrahini;1;0
01jokowimenang;1;0
tarmizi;1;0
haddad;1;0
wasteenergy;1;0
penstimulus;1;0
tauselevel;1;0
kapal2an;1;0
mnghdp;1;0
qiblat;1;0
menghdp;1;0
pantaang;1;0
ngentiau;1;0
skimminghahahaha;1;0
jokowicb;1;0
beraniitulah;1;0
besokprabowopresiden;1;0
agamakaget;1;0
rascukup;1;0
therealterrorist;1;0
nyabetin;1;0
karupsi;1;0
wkwkwkwkwkekkkkkk;1;0
pikiramu;1;0
agepti;1;0
aides;1;0
oged2;1;0
nyokk;1;0
itugusti;1;0
aparatjangan;1;0
aalamat;1;0
eramu;1;0
myg;1;0
ditari;1;0
strukturalismefungsionalisne;1;0
burusopir;1;0
harsja;1;0
gitupdhl;1;0
dungukarena;1;0
secepatnyabiar;1;0
gitnah;1;0
biangx;1;0
behternyata;1;0
rupaih;1;0
ojolberusaha;1;0
internasioanl;1;0
pengacar;1;0
sebarkeun;1;0
wajibkeun;1;0
instruksiken;1;0
pdiptrus;1;0
ambangan;1;0
hadad;1;0
